series,代码,名称,市盈率,市净率,每股收益,每股净资产,净资产收益率,每股经营现金,每股公积金,每股未分配,股东权益比,净利润同比,主营收入同比,销售毛利率,调整每股净资,总资产,固定资产,总负债,股东权益,资本公积金,经营现金流量,投资现金流量,现金增加额,主营收入,主营利润,营业利润,利润总额,净利润,未分配利润,总股本,无限售股合计,A股,BBI,ARBR,KDJ,BOLL,OBV,BIAS,MACD,MA,PSY,WVAD,CD,MI,DMI-QLL,ABV,Z-SCORE,122日涨幅,122日振幅,122日换手,122日总量,92日涨幅,92日振幅,92日换手,92日总量,GB
1264,'000995',皇台酒业,-175.814,79.151,-0.08,0.178,-0.3504,-0.0146,1.725,-2.58,8.484,-257.11,-67.8,47.902,0.177,37167,8305,34013,3153,30607,-258,-726,-1184,979,130,-1312,-1340,-1340,-45781,17741,17741,17741,14.127,145.74,71.683,13.932,16314561,-0.023,0.313,14.158,50,135477.953,1.431,0.71,20.58,652.811,-2.083,-0.1159,0.362,0.8736,1549875,0.0766,0.3801,0.7365,1306524,-0.073
2072,'300106',西部牧业,-113.864,1.988,-0.08,4.571,-0.018,-0.743,2.937,0.531,34.483,-35.3,9.12,14.946,4.564,280749,64152,173062,96811,62071,-15698,-2561,-8253,15425,2302,-1790,-1677,-1760,11426,21133,21030,21030,9.784,69.082,16.59,10.438,10675234,-2.905,-0.428,9.278,8.333,-32229.275,-2.201,-1.66,8.734,427.281,0.49,-0.4202,0.5237,1.393,2929395,-0.2689,0.2951,0.8448,1776530,-0.416
489,'600683',京投发展,-87.473,2.447,-0.08,2.659,-0.0278,0.552,0.442,1.071,6.873,-265.42,-83.87,30.095,2.644,3082016,5165,2740048,211818,32778,40919,-182908,-34370,16159,4337,-4891,-4842,-5961,94117,74078,74078,74078,7.254,85.156,25.645,7.601,65516324,-0.306,-0.215,6.994,50,55327.344,-1.42,-0.6,13.794,2620.992,0.5,-0.205,0.3998,0.9374,6943998,-0.1635,0.2322,0.5225,3870829,-0.14
1126,'000767',漳泽电力,-44.268,1.219,-0.0768,2.789,-0.0272,0.0028,1.433,0.293,18.614,-24.01,33,-0.659,2.775,4610498,2228965,3582926,858205,440792,855,-45059,23955,187385,-2958,-26874,-25204,-23636,90092,307694,225372,225372,3.421,107.692,47.764,3.43,111458080,1.031,-0.009,3.382,50,409162.688,-0.519,-0.04,39.44,4460.031,0.051,-0.1205,0.2615,0.665,14986582,-0.1425,0.195,0.3038,6847918,-0.145
1630,'002423',中原特钢,-166.939,3.563,-0.076,3.561,-0.0213,0.0363,2.123,0.35,47.218,-81.37,-8.82,1.358,3.561,379366,202653,200236,179129,106786,1827,2129,-2764,19246,-64,-3972,-3847,-3847,17624,50299,46551,46551,12.189,142.551,51.375,12.233,26882728,8.306,0.16,11.802,41.667,180407.422,1.54,0.03,33.497,1074.606,0.574,-0.0877,0.3485,0.7497,3489755,0.0492,0.3869,0.6164,2869426,-0.031
1086,'000695',滨海能源,-146.962,7.865,-0.075,1.401,-0.0519,-0.183,0.343,-0.0363,29.419,-308.37,14.28,-1.032,1.401,105826,65814,74694,31133,7613,-4063,-1076,-7060,25819,-302,-1664,-1659,-1659,-807,22215,22172,22172,11.381,70.261,30.025,11.67,33330712,-0.239,-0.19,11.02,50,7548.646,-1.181,-0.82,22.237,1333.302,0.193,-0.2899,0.3831,0.8137,1804134,-0.1714,0.2325,0.5429,1203625,-0.242
1113,'000737',南风化工,-74.17,22.761,-0.0727,0.237,-0.266,0.0772,1.14,-2.066,4.472,-11.63,-11.65,21.521,0.195,290641,92519,280654,12998,62588,4236,-342,19882,49235,9931,-3835,-3798,-3988,-113356,54876,54876,54876,5.561,102.83,29.298,5.767,82730016,0.524,-0.117,5.344,50,-20515.377,-1.025,-0.48,31.615,3309.581,-0.641,-0.2747,0.3547,1.0914,5989359,-0.124,0.2271,0.696,3819640,-0.242
1422,'002184',海得控制,-176.319,2.812,-0.0717,4.4,-0.0158,-0.183,2.283,0.914,51.504,-290.39,2.32,16.899,4.398,212168,17634,88530,109274,55446,-4449,330,-2511,33254,5524,-2147,-1410,-1742,24622,24282,13621,13621,13.555,110.216,18.749,14.077,13062408,-2.778,-0.322,13.082,58.333,48129.754,-1.594,-1.42,19.159,522.257,1.436,-0.329,0.3487,1.1568,1575592,-0.2031,0.2788,0.9008,1226894,-0.303
1881,'002731',萃华珠宝,-305.29,2.881,-0.07,7.337,-0.0101,0.407,2.668,3.451,42.407,-659.65,-37.54,8.728,6.951,263532,16299,153067,111756,40196,6139,-258,-4650,54336,4486,-1481,-1456,-1007,53202,15068,5342,5342,21.461,102.517,60.136,21.368,1875036,0.889,-0.034,21.516,33.333,13647.642,-0.717,0.03,35.122,75.127,1.262,-0.2775,0.3284,1.1931,637375,-0.1225,0.2348,0.781,417220,-0.219
1131,'000779',三毛派神,-192.576,12.203,-0.07,1.105,-0.0606,0.0881,1.726,-1.808,28.316,17.31,22.03,7.22,1.103,72737,38448,52141,20596,32181,1642,-209,999,5933,294,-1292,-1287,-1287,-33713,18644,18644,18644,13.827,111.845,35.272,13.872,25820074,-1.556,-0.03,13.734,25,6754.063,-0.727,-0.48,16.754,1032.939,-0.802,-0.249,0.3319,0.9434,1758903,-0.0798,0.2037,0.6193,1154631,-0.187
602,'600821',津劝业  ,-130.414,8.013,-0.07,1.139,-0.0626,-0.107,0.429,-0.524,27.353,-1643.46,-25.69,22.054,1.104,173384,75135,125959,47425,17866,-4455,-1,2699,7405,1450,-3037,-3067,-3067,-21791,41627,41627,41627,9.236,104.842,58.012,9.067,84949504,-0.594,0.182,9.228,50,82255.641,0.714,0.25,22.94,3398.436,-0.495,-0.1907,0.4192,1.4491,6032346,-0.0426,0.2848,1.0354,4310023,-0.087
1690,'002490',*ST墨龙,-68.235,2.129,-0.069,2.211,-0.0306,0.0486,1.065,-0.0713,32.028,6,22.93,-10.953,2.211,550911,302631,367694,176443,84972,3875,4381,-24771,47178,-5710,-11386,-5306,-5479,-5689,79785,54952,29339,4.616,112.121,62.796,4.553,35629236,2.518,0.013,4.63,58.333,19408.641,-0.709,0.36,46.778,1426.459,-0.073,-0.3995,0.4867,2.6896,7891173,-0.1518,0.2929,1.6536,4851594,-0.353
1681,'002480',新筑股份,-108.858,2.099,-0.0682,3.516,-0.0191,-0.103,2.237,0.178,47.121,4.76,-38.43,36.62,3.49,484332,148372,244618,228223,144398,-6655,-7642,913,12276,4135,-5316,-4973,-4401,12800,64537,64089,64089,7.738,79.872,25.359,7.995,16211109,-1.77,-0.17,7.558,50,-56224.746,-1.404,-0.53,7.706,649.099,0.849,-0.2642,0.3684,0.8077,5176421,-0.1964,0.2328,0.5212,3340291,-0.262
2289,'300369',绿盟科技,-63.871,1.848,-0.0678,3.251,-0.0285,-0.101,1.64,0.787,55.621,-61.86,14.56,77.674,3.244,335581,11443,148971,186653,95966,-8051,-1478,54735,13263,10194,-6227,-5316,-5402,67480,79686,50826,50826,10,74.455,10.686,10.95,7685221.5,-1.803,-0.651,9.35,33.333,-362919.531,-2.725,-1.89,10.204,307.817,1.654,-0.3812,0.3915,1.2042,6120215.5,-0.2457,0.3635,0.9236,4694251,-0.34
1627,'002420',毅昌股份,-100.478,1.62,-0.0657,4.076,-0.016,0.674,2.015,0.981,38.972,-139.48,20.11,4.671,3.852,419408,88865,254444,163450,80794,27019,-2261,25664,134376,5619,-3607,-2315,-2633,39332,40100,38891,38891,7.193,113.018,10.145,7.98,13565743,-0.572,-0.428,6.624,41.667,-80048.617,-2.054,-1.81,17.17,542.43,0.946,-0.312,0.3481,1.2774,4967988,-0.1516,0.321,1.0353,4026449,-0.26
149,'600202',哈空调  ,-164.542,6.258,-0.0653,1.717,-0.0373,0.186,0.203,0.172,37.536,3.26,-34.37,14.272,1.717,175334,52061,109520,65814,7776,7135,-7273,-10983,4798,561,-2630,-2505,-2505,6603,38334,38334,38334,11.926,80.111,9.857,12.681,43232872,-5.848,-0.492,11.336,16.667,-39588.785,-2.369,-2.93,1.699,1730.332,0.544,-0.2545,0.3817,1.7637,6760848,-0.2274,0.3956,1.2833,4919566,-0.27
511,'600707',彩虹股份,-117.86,4.438,-0.064,1.699,-0.0369,-0.0023,5.907,-5.519,18.943,1.25,28.89,-11.762,1.699,660986,252958,523698,125214,435179,-168,-2464,-21664,8889,-1356,-7263,-5354,-4711,-406655,73676,73604,73604,7.841,88.587,35.308,7.986,64550780,-1.169,-0.088,7.642,25,168129.359,-0.766,-0.44,5.301,2582.657,-1.344,-0.1293,0.2265,1.7729,13049424,0.0511,0.2735,1.5486,11398384,-0.072
1602,'002387',黑牛食品,-253.772,10.523,-0.0639,1.541,-0.0406,-0.0458,1.161,-0.656,53.993,-114.65,-92.64,28.567,1.541,133985,12795,61643,72343,54484,-2152,-2101,-5290,517,50,-3003,-3002,-3002,-30791,46946,24831,24831,15.926,127.022,69.606,15.874,16825806,2.528,-0.046,16.018,66.667,64151.902,-0.553,1.18,33.759,671.66,-0.026,-0.0516,0.3316,2.4966,6199219,-0.0262,0.2095,1.3175,3271552,0.004
991,'000546',金圆股份,-175.713,3.133,-0.0638,3.078,-0.0177,-0.142,1.038,0.903,43.667,-91.07,20.82,9.737,2.99,487781,277707,258303,213002,61757,-8477,-3705,-18670,14487,1361,-5381,-5082,-3795,83486,59524,33062,33062,11.072,138.71,59.027,10.847,35391532,3.225,0.153,10.932,41.667,359361.938,0.417,0.37,44.285,1418.132,0.63,-0.0431,0.3469,2.6064,8617222,-0.0131,0.2321,1.2354,4084396,-0.056
560,'600768',宁波富邦,-238.203,35.833,-0.063,0.419,-0.1391,-0.148,0.0302,-0.713,8.155,21,23.2,2.657,0.408,68687,19038,63086,5601,404,-1983,2916,-2564,17350,446,-825,-823,-837,-9540,13375,13375,13375,15.321,99.413,34.13,15.874,16214400,1.668,-0.301,14.73,58.333,17898.447,-0.937,-0.99,28.949,648.497,-0.228,-0.3192,0.4002,1.2445,1664548,-0.1141,0.2534,0.6816,911557,-0.228
1276,'002005',德豪润达,-75.779,1.247,-0.062,3.769,-0.0163,-0.0088,2.293,0.409,38.906,2.31,8.56,16.496,3.747,1352660,355323,779913,526271,320216,-1235,2515,41156,84643,12920,-9199,-7236,-8658,57072,139640,116640,116640,4.7,69.403,56.258,4.756,70391912,1.427,-0.06,4.66,33.333,154548,-1.085,-0.11,32.125,2814.705,0.455,-0.2113,0.2546,0.7039,8210641,-0.1287,0.1893,0.4757,5548763,-0.167
652,'600881',亚泰集团,-66.534,1.23,-0.0609,4.391,-0.0174,0.378,2.607,0.617,21.959,-23.58,-3.83,26.434,4.315,5123303,1218584,3718368,1125020,610339,122709,-10055,30559,192873,46976,-25357,-25061,-19789,200550,324891,189473,189473,5.206,109.155,62.488,5.202,279519168,3.038,-0.012,5.196,66.667,540781.125,-0.487,0.22,43.98,11179.235,0.279,-0.1139,0.3465,0.8831,16732687,-0.1035,0.2087,0.4885,9256667,-0.115
299,'600401',*ST海润 ,-22.1,1.785,-0.0601,0.744,-0.0776,-0.111,0.266,-0.526,19.124,-2371.24,-35,6.677,0.725,1838727,624560,1487194,351646,125456,-52413,5063,-68484,75771,4434,-27931,-28426,-28403,-248335,472494,472494,472494,1.363,97.143,27.408,1.395,126755872,-0.495,-0.038,1.336,25,51420.797,-2.163,-0.08,18.169,5070.235,-0.165,-0.4274,0.4786,0.9817,46386260,-0.4097,0.4273,0.7087,33484156,-0.434
2417,'300540',深冷股份,-505.182,3.846,-0.06,7.781,-0.0077,-0.373,4.171,2.233,72.966,2.08,-28.81,12.616,7.777,86406,1658,22426,63047,33367,-2987,-7000,-10123,2447,299,-771,-500,-484,18664,8000,2000,2000,32.091,103.995,13.545,33.355,-3627,-2.196,-0.876,30.94,33.333,-31700.77,-1.847,-3.63,24.144,-0.145,2.79,-0.4438,0.6579,4.4688,893751,-0.2199,0.2617,2.8059,561173,-0.393
2349,'300444',双杰电气,-385.246,7.685,-0.06,2.908,-0.0193,-0.161,1.097,0.843,52.126,-280.65,7.07,21.862,2.893,163509,18547,75417,85231,31081,-4551,-218,-4197,11659,2507,-1478,-1447,-1713,26725,28337,9095,9095,22.346,102.67,52.284,21.81,5185973,3.438,0.279,22.402,50,18171.965,0.092,1.95,23.036,207.224,1.304,-0.0493,0.2792,1.8065,1643048,-0.0972,0.2555,1.1408,1037632,0.001
2298,'300380',安硕信息,-350.224,7.53,-0.06,2.79,-0.0197,-0.597,1.041,0.599,68.363,-367.8,46.35,36.62,2.764,56101,2927,14996,38352,14314,-8205,-301,-10546,9789,3539,-1092,-1053,-764,8232,13744,6738,6738,22.565,81.702,13.921,24.318,2551790,-2.124,-1.101,21.246,25,-53499.496,-2.204,-4.11,7.986,102.072,2.491,-0.3709,0.3813,2.1508,1449146,-0.2504,0.2889,1.6885,1137640,-0.326
1365,'002112',三变科技,-271.589,6.669,-0.06,2.444,-0.0256,-0.41,0.431,0.836,44.332,-1568.49,-28.77,11.583,2.444,111122,20607,61859,49263,8691,-8267,2616,-3458,8838,973,-1338,-1278,-1278,16860,20160,18265,18265,16.344,112.185,66.705,16.333,17597164,2.345,0.156,16.106,41.667,99878.414,0.881,-0.24,15.856,704.004,0.936,-0.0436,0.26,1.021,1864830,0.0844,0.2507,0.7535,1376285,0.031
2193,'300250',初灵信息,-240.036,2.035,-0.06,6.858,-0.0087,-0.154,4.729,0.96,90.982,-302.58,-19.38,63.451,6.853,178902,1508,16189,162770,109840,-3534,-1295,-4862,4817,2987,-1862,-1469,-1427,27357,23227,12552,12552,15.481,63.948,16.721,16.913,8686509,-0.661,-0.819,14.428,33.333,-92536.891,-2.098,-3.54,12.054,347.327,6.609,-0.423,0.4587,1.5922,1998474,-0.2768,0.3166,1.1407,1431761,-0.38
953,'000428',华天酒店,-79.131,1.705,-0.06,2.784,-0.0225,-0.0041,1.426,0.295,32.069,-11.84,0.13,59.038,2.511,884587,366296,596814,283674,145307,-421,2764,896,22865,12409,-9713,-9172,-6451,30034,101893,71880,71880,4.91,73.972,20.033,5.062,66587444,-0.965,-0.105,4.798,41.667,-15406.362,-1.402,-0.38,13.143,2662.813,0.17,-0.3474,0.361,0.7594,5458451,-0.1895,0.2115,0.4173,2999380,-0.257
470,'600651',飞乐音响,-147.168,2.437,-0.059,3.564,-0.0163,-0.533,1.518,0.935,29.267,-382.16,-27.92,27.789,3.53,1207771,126470,831563,353473,150587,-52887,-4500,-20491,114491,31455,-3325,-3091,-5811,92715,99158,76862,76862,8.705,177.916,40.824,8.627,173907472,0.941,0.062,8.658,41.667,354170.219,-0.214,-0.1,23.119,6958.229,0.446,-0.1744,0.3054,1.0282,7902693,-0.0779,0.2305,0.7753,5959057,-0.161
938,'000409',山东地矿,-115.805,3.622,-0.0567,1.775,-0.0315,0.0005,0.833,-0.0581,14.446,-626.29,-39.42,14.125,1.671,627728,89836,495399,90682,46365,26,-3948,14874,34803,4523,-2694,-2679,-2897,-2966,51093,39573,39573,7.789,152.393,12.071,8.958,28443170,-1.291,-0.738,6.99,16.667,-49092.496,-3.358,-2.82,16.006,1138.675,-0.221,-0.4143,0.5722,1.9384,7670688,-0.4035,0.4895,1.4107,5582633,-0.441
1106,'000727',华东科技,-49.47,1.174,-0.0551,2.323,-0.0234,-0.0492,1.451,-0.15,32.132,-993.8,498.92,-16.727,2.311,3274250,2617359,1485034,1052090,657353,-22271,-94879,-73799,125284,-21077,-42527,-41321,-24955,-68001,452957,244245,244245,2.785,101.587,26.642,2.827,121177512,-0.181,-0.024,2.744,50,544380.5,-0.659,-0.09,10.622,4850.742,0.366,-0.1512,0.1883,1.2902,31511458,-0.0709,0.1385,0.9371,22887834,-0.13
488,'600682',南京新百,-612.892,6.08,-0.0543,6.213,-0.0111,-0.98,3.852,0.889,28.957,63.57,0.36,35.212,6.073,2300434,320791,1638355,666142,394726,-109002,-16216,-136937,327240,113443,-1007,-966,-6041,108762,111197,72584,72584,36.518,80.193,67.577,36.84,67970328,2.373,-0.059,36.268,50,228544.125,-0.028,0.1,24.55,2719.159,0.273,0.0357,0.1681,0.3638,2640346,0.057,0.1285,0.2883,2092854,0.007
296,'600397',安源煤业,-85.745,3.223,-0.0541,1.439,-0.0368,-0.107,1.882,-1.786,19.424,61.05,29.82,10.031,1.424,733565,319659,600189,142490,186328,-10559,-5528,-14935,89461,7848,-3742,-5671,-5352,-176855,98996,98996,98996,4.518,154.598,68.39,4.357,67656528,3.197,0.103,4.534,58.333,933287.625,0.642,0.25,30.503,2710.625,-0.232,-0.1252,0.3308,0.8893,8803344,-0.037,0.2449,0.6896,6826883,-0.114
1101,'000720',新能泰山,-91.959,5.018,-0.0526,0.964,-0.0531,-0.0451,0.343,-0.549,15.854,-308.32,-5.36,3.126,0.962,524996,349163,409734,83230,29644,-3897,-1519,930,60207,1362,-4591,-4449,-4539,-47434,86346,86346,86346,4.925,89.844,36.095,5.015,97885152,0.515,-0.062,4.82,33.333,-137498.891,-0.85,-0.16,24.749,3915.768,-0.188,-0.2422,0.278,0.5898,5093111,-0.0827,0.1842,0.4157,3589175,-0.214
1836,'002671',龙泉股份,-177.028,2.093,-0.0522,4.253,-0.0122,-0.0461,2.532,0.63,58.924,-1596.9,-19.02,22.082,4.251,344988,63571,140308,203281,120672,-2197,-5986,-935,6606,1249,-2206,-2295,-2489,30609,47658,32542,32542,9.992,68.173,11.845,11.08,9575670,-7.764,-0.64,9.468,16.667,-612904.875,-2.64,-2.45,0.826,382.465,1.142,-0.2444,0.3933,3.9363,12809527,-0.1613,0.4365,3.2404,10544860,-0.166
108,'600150',中国船舶,-433.078,2.085,-0.052,10.799,-0.0048,-0.28,3.356,5.983,28.345,-162.17,-29.8,10.56,10.748,5250428,1097100,3578832,1488254,462528,-38624,17383,31576,410858,42384,-14241,-13797,-7194,824531,137812,137812,137812,22.689,102.857,40.438,22.906,65417680,0.769,-0.185,22.38,58.333,133945.234,-0.87,-0.28,32.942,2614.814,1.075,-0.1768,0.4145,1.0435,14380266,-0.2262,0.2878,0.64,8820168,-0.206
567,'600778',友好集团,-140.793,1.887,-0.0509,3.797,-0.0133,-0.578,1.296,1.159,20.451,-947.71,-7.31,22.798,-0.393,578335,201657,458675,118277,40360,-18011,21187,5041,150162,32556,-523,-279,-1586,36102,31149,31109,31109,7.41,59.687,27.094,7.683,47900964,-0.253,-0.194,7.154,58.333,-27225.701,-1.583,-0.61,18.83,1915.846,0.119,-0.3602,0.4159,0.8955,2785725,-0.1849,0.2649,0.5497,1710030,-0.307
105,'600139',西部资源,-177.557,6.095,-0.0508,1.48,-0.0338,0.032,0.569,-0.216,16.662,24.51,-81.3,36.762,1.429,588819,32734,431980,98108,37659,2129,-25,8575,4796,1671,-3613,-3600,-3359,-14324,66189,66189,66189,8.98,128.074,57.655,8.673,47209068,2.037,0.07,8.882,41.667,973620.625,-1.066,0.74,30.403,1890.46,0.19,-0.2196,0.6141,2.7338,18094736,-0.2229,0.6114,2.2649,14990911,-0.3
1677,'002476',宝莫股份,-140.223,4.525,-0.0504,1.532,-0.0317,0.0084,0.29,0.178,69.558,-281.55,-65.7,3.724,1.53,137409,38313,37258,95579,17737,512,5050,4388,8124,-208,-3283,-3280,-3083,12716,61200,57838,57838,7.399,87.395,19.688,7.765,48844816,-1.018,-0.149,7.134,41.667,-327706.938,-0.705,-0.99,16.082,1952.796,1.966,-0.287,0.373,1.641,9491403,-0.1099,0.3034,1.1932,6901181,-0.227
662,'600893',航发动力,-602.848,3.67,-0.05,8.075,-0.0058,-0.237,5.305,1.634,32.184,11.2,6.01,18.3,8.066,4973094,1314538,3045161,1600544,1033880,-46279,-32335,-131733,272615,48456,-15474,-8032,-9020,345227,194872,194773,194773,29.557,125.673,77.679,28.294,56786648,0.684,0.778,30.188,66.667,132466.281,0.678,3.09,26.854,2272.43,0.398,-0.109,0.4574,0.4797,9343419,-0.1378,0.3525,0.3379,6582267,-0.102
1067,'000663',永安林业,-250.774,2.026,-0.05,6.19,-0.0083,-0.0107,4.72,0.338,48.458,-2.9,-2.66,15.955,6.142,435589,36595,221049,211078,160948,-363,-3587,-7277,19214,2802,-2039,-1676,-1750,11535,34099,18928,18928,12.899,82.308,37.977,13.219,35618116,-0.485,-0.065,12.656,25,-77726.727,-0.15,-0.9,5.898,1424.891,0.752,-0.1737,0.2547,1.4124,2673334,0.0048,0.1851,0.9488,1795849,-0.113
893,'000037',深南电A,-199.033,3.132,-0.05,3.178,-0.015,-0.354,0.602,1.023,56.178,40.82,30.44,2.793,3.178,340938,151706,141904,191533,36277,-21315,-2447,-99581,31876,728,-3490,-3333,-2739,61688,60276,60275,33890,10.077,107.692,40.843,10.169,34610584,-0.116,-0.028,9.976,33.333,63580.063,-0.237,-0.23,23.904,1384.61,1.245,-0.2187,0.3354,0.7913,2681563,-0.03,0.2232,0.4644,1573807,-0.183
178,'600238',海南椰岛,-185.949,4.94,-0.05,1.882,-0.024,-0.285,0.284,0.325,50.546,26.84,34.96,21.47,1.874,166898,22773,82469,84360,12749,-12769,-30409,-43110,16049,3010,-2076,-2018,-2046,14555,44820,44500,44500,9.606,65.591,37.764,9.864,64712172,-1.367,-0.17,9.472,8.333,-82295.07,-1.18,-0.58,4.468,2588.935,1.392,-0.2374,0.2667,0.4735,2107303,-0.1258,0.1771,0.3155,1403802,-0.189
1585,'002369',卓翼科技,-151.455,2.125,-0.05,3.564,-0.0163,0.203,2.236,0.239,59.974,-667.49,-4.77,5.946,3.499,345074,98468,137651,206956,129866,11776,-19421,65757,60472,3399,-3555,-3064,-2578,13894,57677,41981,41981,7.909,72.05,22.025,8.355,27975732,-0.456,-0.24,7.592,33.333,-132773.922,-1.186,-1.01,9.697,1118.597,1.307,-0.2561,0.2892,0.8269,3471369,-0.1033,0.2441,0.5734,2407187,-0.19
301,'600408',安泰集团,-82.27,4.521,-0.05,0.91,-0.0512,0.126,1.453,-1.675,13.91,59.68,264.36,8.41,0.91,658556,315326,563085,91608,146304,12740,-133,11255,113098,9065,-5827,-4523,-4815,-168658,100680,100680,100680,3.969,193.151,66.863,3.821,105065368,4.49,0.097,3.992,50,1331277.75,1.003,0.28,43.499,4198.018,-0.364,-0.0737,0.2701,1.2362,12446223,0.1464,0.2983,1.0098,10166403,0.003
759,'601226',华电重工,-120.659,2.025,-0.0497,2.961,-0.0167,-0.274,1.056,0.777,44.579,-460.13,-26.23,7.335,2.96,767186,98828,422563,342002,122008,-31624,44798,13657,90181,5780,-5797,-5475,-5743,89802,115500,40500,40500,6.31,47.115,21.646,6.665,14060326,-0.928,-0.222,6.018,33.333,-163725.297,-1.659,-0.83,14.311,562.728,1.098,-0.2409,0.3701,1.1897,4818238,-0.2456,0.2756,0.692,2802658,-0.235
2338,'300431',暴风集团,-333.704,6.404,-0.0496,2.585,-0.0186,-0.0919,0.99,0.933,37.841,-585.32,135.82,8.547,2.576,228581,3828,156341,86498,38403,-3051,3203,-1688,44839,3453,-10612,-10133,-1648,31654,33198,23424,23424,21.99,121.415,12.502,23.373,5307720,-5.585,-0.804,21.224,33.333,-216828.266,-1.8,-3.63,1.916,210.693,0.573,-0.4138,0.4348,3.5099,8221707.5,-0.2237,0.278,2.8006,6560081.5,-0.344
2318,'300402',宝色股份,-329.458,5.583,-0.0491,2.897,-0.0168,-0.0266,1.11,0.629,46.577,65.28,127.23,11.676,2.897,125655,36887,67129,58526,22422,-538,1059,-4076,9003,922,-1094,-941,-991,12714,20200,6610,6610,17.636,62.214,17.587,19.152,3750230,-1.687,-0.657,16.324,41.667,17402.869,-1.151,-3.32,5.682,149.619,0.866,-0.4052,0.4723,6.1943,4094442,-0.1557,0.3394,4.67,3086901,-0.351
185,'600249',两面针  ,-155.789,2.137,-0.0488,3.557,-0.0136,-0.116,1.559,0.289,60.061,41.42,10.32,22.076,3.396,325721,117830,125734,195630,85740,-6400,-6948,-11274,35655,7474,-1298,-1250,-2682,15917,55000,45000,45000,7.766,134.974,31.329,7.821,61726212,-0.454,-0.011,7.616,66.667,201494.469,-0.567,-0.25,19.147,2467.977,1.12,-0.3065,0.5271,2.8927,13017046,-0.1717,0.3143,1.6845,7580057,-0.346
2035,'300056',三维丝,-245.941,2.726,-0.048,4.33,-0.0114,-0.0144,2.361,0.91,53.781,-116,-13.89,26.097,4.328,310351,23636,141915,166911,91025,-556,-364,1597,9587,2446,-2201,-2127,-1832,35069,38549,21548,21548,12.914,106.735,12.325,14.212,25808566,-0.265,-0.551,11.862,33.333,211009.734,-0.957,-3.83,3.09,1031.996,1.032,-0.3434,0.4669,2.452,5283548,-0.2395,0.4023,1.8578,4003173,-0.343
300,'600405',动力源  ,-119.106,3.817,-0.0479,2.333,-0.0319,-0.0522,0.974,0.375,30.826,-0.69,6.69,27.894,2.33,270950,56602,187428,83522,19481,-2936,-2740,2014,16750,4544,-4577,-2679,-2697,21093,56260,55328,55328,7.627,107.778,17.874,7.999,116043336,-0.52,-0.2,7.276,41.667,153061.688,-1.229,-0.92,16.593,4642.42,0.366,-0.2248,0.3963,2.0094,11117397,-0.1471,0.2598,1.3129,7263823,-0.196
390,'600545',新疆城建,-229.552,4.122,-0.0478,2.662,-0.0178,-0.327,0.832,0.592,16.22,39.1,-21.55,24.274,2.659,1109102,30600,904340,179893,56261,-22125,-6249,86388,15071,3382,-2180,-2206,-3231,40004,67579,67579,67579,11.406,112.86,29.816,11.587,103894672,-1.789,-0.117,11.112,33.333,-56003.711,-1.117,-0.98,14.922,4156.902,0.36,-0.1352,0.4547,4.6359,31328604,-0.1926,0.3771,2.547,17212496,-0.191
900,'000048',康达尔,-523.471,13.586,-0.0473,1.822,-0.0256,-0.352,0.113,0.644,32.637,-346.53,-4.69,13.424,1.735,218216,35162,138533,71220,4409,-13774,-3044,11913,30405,4004,-1847,-2408,-1848,25150,39077,38198,38198,25.578,62.142,31.077,26.208,36099296,-0.663,-0.468,25.036,25,-16694.549,-1.286,-1.9,29.349,1444.003,0.683,-0.2478,0.3297,0.1164,444491,-0.1892,0.258,0.0786,300368,-0.258
1350,'002096',南岭民爆,-195.92,1.654,-0.047,5.527,-0.0086,-0.882,1.499,2.42,47.532,-9.01,42.86,17.424,5.511,434866,90754,223484,206702,55652,-32736,-2421,-35350,67067,11309,-1849,-1475,-1746,91327,37129,37085,37085,9.802,65.238,14.159,10.339,15349522,-2.382,-0.36,9.354,25,-55673.145,-2.019,-1.4,18.307,614.331,1.078,-0.3676,0.4309,0.4476,1659954,-0.2508,0.2766,0.2658,985735,-0.345
981,'000534',万泽股份,-233.838,3.924,-0.0465,2.721,-0.0167,0.35,0.799,0.654,52.602,13.94,-92.76,39.609,2.708,259079,12505,120932,136280,39268,17206,2584,17544,162,-6,-2416,-2412,-2289,34601,49179,49126,49126,11.248,60.284,48.08,11.844,41056684,-0.258,-0.41,10.868,41.667,-74498.289,-1.667,-0.94,5.023,1642.347,1.329,-0.2662,0.3585,0.3013,1479996,-0.1702,0.2489,0.2238,1099628,-0.284
109,'600152',维科精华,-213.299,5.136,-0.0441,1.831,-0.0238,-0.0522,0.543,-0.134,56.075,-14.13,-21.44,13.583,1.823,95855,33847,40934,53750,15935,-1532,-100,-7599,9943,1187,-1751,-1483,-1295,-3943,29349,29349,29349,9.439,150.571,41.675,9.482,44678468,1.137,-0.014,9.306,75,254596.609,-0.367,-0.04,27.181,1785.375,0.684,-0.2706,0.3513,2.1309,6254212,-0.0042,0.1815,1.3703,4021823,-0.155
